3.424065	3.360404
3.000868	2.961895
2.741939	2.700704
3.281033	3.167022
3.227630	2.902547
3.261976	3.158965
2.519828	2.558709
3.095518	2.931458
2.817565	2.614897
3.170555	3.182985
3.187521	3.293804
2.970347	2.827369
2.577492	2.731589
3.043362	2.843233
3.328787	3.439806
3.400538	3.331225
3.277151	3.094471
3.071882	3.014940
3.372912	3.282622
3.136086	2.954725
3.120903	3.081707
2.943989	2.898176
3.274850	3.322426
2.755112	2.752048
2.985426	2.404834
3.273233	3.213518
3.233504	3.236789
2.925312	2.929930
3.334655	3.460296
3.109916	2.997386
2.977724	3.095518
2.969416	3.327972
2.741939	2.657056
3.061075	3.009876
3.000000	3.018284
3.271842	3.297542
2.941014	2.923762
3.383277	3.335057
3.143015	3.026125
3.182415	3.184123
3.058426	3.037825
2.810233	2.824776
2.865104	2.786751
3.216166	3.230704
1.806180	1.977724
2.999131	2.897077
3.231215	3.134496
3.101059	3.119915
3.212720	3.304491
2.660865	2.609594
3.270679	3.239049
3.339451	3.369772
2.421604	2.190332
2.805501	2.637490
2.804139	2.679428
2.729165	2.656098
3.072617	2.860937
3.114611	3.160168
3.098644	3.092721
3.169968	3.137671
2.818885	2.655138
3.413635	3.378398
2.943989	2.901458
3.049606	3.026125
3.150142	3.150142
2.434569	2.481443
2.918555	2.688420
2.971276	2.960946
2.673021	2.592177
3.121888	3.147985
3.052309	2.976808
3.091315	3.088136
3.386321	3.213252
3.030195	3.119915
2.580925	2.567026
3.091667	3.109579
2.750508	2.730782
3.162266	3.103119
2.671173	2.453318
2.729165	2.689309
3.087071	3.094122
3.328583	3.271842
2.888179	2.825426
2.778874	2.851870
3.158362	3.178977
2.876218	2.966142
2.757396	2.804139
3.075547	3.016197
2.732394	2.781037
3.065953	3.042969
2.720986	2.774517
3.447933	3.296884
2.666518	2.574031
2.927883	2.986772
3.149219	2.898176
3.019116	3.026533
1.544068	1.602060
2.187521	2.371068
3.119586	3.019532
2.021189	1.908485
3.190892	3.069298
3.168792	3.220631
3.031004	3.222196
2.664642	2.494155
2.987666	2.858537
3.364926	3.214579
2.941014	2.812245
3.070776	2.940516
2.865104	2.600973
2.849419	2.653213
2.143015	1.832509
3.209247	3.360404
3.300813	3.270679
1.707570	1.934498
2.012837	2.579784
2.535294	2.577492
2.863917	2.756636
3.104146	3.102777
3.086360	2.960471
2.537819	2.622214
3.110253	3.160469
3.071145	3.011570
3.145818	2.818885
2.724276	2.632457
2.730782	2.814248
2.783189	2.609594
3.494015	3.379668
3.210853	3.096215
3.265525	3.080626
3.292034	3.164947
2.860338	2.718502
3.110253	3.018284
3.227887	3.229938
2.862728	2.836324
3.142389	2.975891
3.393751	3.372728
3.135133	3.096562
3.448706	3.391641
2.763428	2.784617
3.062582	3.025715
3.079543	2.996949
3.032216	3.180126
2.815578	2.608526
2.702431	2.842609
2.849419	2.755112
3.123525	3.002166
2.985426	2.915927
2.967080	2.959041
2.342423	2.214844
3.248219	3.111263
2.792392	2.746634
3.442009	3.442009
2.811575	2.638489
3.482588	3.374015
2.985426	2.927370
3.137671	2.891537
3.259833	3.158362
2.397940	2.423246
3.053463	2.888741
3.152594	3.045714
3.297761	3.386677
2.835691	2.943000
3.078094	3.083861
3.155032	3.142702
3.399154	3.338058
3.533009	3.469822
3.044932	2.971276
3.089905	3.067443
3.275542	3.262451
3.259833	3.303628
2.728354	2.915927
3.222716	3.130012
3.203305	3.169380
3.067071	3.155943
3.177248	3.205475
2.716838	2.517196
3.221414	3.191730
2.906335	2.822168
2.842609	2.663701
2.736397	2.618048
3.077731	3.186674
3.278067	3.230960
3.031408	3.097951
2.456366	2.678518
2.982723	2.851258
3.406370	3.404320
2.752048	2.829947
2.875640	2.995635
2.625312	2.627366
2.826075	2.649335
2.478566	2.311754
2.600973	2.532754
3.194792	3.122216
2.959518	3.035029
3.399328	3.334051
3.084934	3.026533
2.763428	2.741939
2.972666	2.753583
2.900913	2.482874
3.196453	3.143327
3.464936	3.462847
2.771587	2.674861
2.779596	2.662758
3.302980	3.235781
3.196176	3.022841
3.184975	3.179839
3.127105	3.128399
2.598791	2.328380
3.036230	3.002598
3.000434	2.929930
3.069668	3.000434
2.537819	2.123852
3.069668	3.021603
3.222456	3.181272
2.756636	2.737193
3.040602	2.926857
2.963316	2.623249
2.850646	2.761176
2.848805	2.683047
2.866878	2.712650
3.044148	3.011570
2.995635	2.928908
3.223755	3.191451
2.947924	2.775246
3.410102	3.334051
2.949878	2.879669
3.267641	3.246499
3.214844	3.124504
2.968483	3.068928
3.014100	3.003461
3.182129	3.220370
2.897077	2.933993
3.167022	3.253580
2.673942	2.569374
3.147367	3.044540
2.683947	2.298853
3.224274	3.221153
3.214579	3.196176
2.564666	2.848189
2.674861	2.706718
3.057286	3.003029
3.311330	3.312389
2.920645	2.980912
3.026125	2.886491
3.198382	3.161068
3.093071	3.182985
3.310268	3.293804
2.976808	2.910091
2.893762	3.052309
3.363236	3.164055
3.057666	3.141450
2.890421	2.787460
3.206556	3.176381
2.683047	2.591065
2.651278	2.570543
3.003461	2.986772
2.990783	2.962843
3.184123	3.079904
2.257679	1.690196
3.006038	3.044540
3.213252	3.265525
2.762679	2.700704
3.310056	3.268812
3.033826	2.823474
2.767156	2.748188
2.795880	2.658965
3.255996	3.084576
3.048442	2.957607
2.873321	2.934498
3.088845	3.132580
2.687529	2.532754
2.193125	2.436163
2.930949	2.945961
3.423410	3.383815
3.093071	3.044540
3.269046	3.282396
2.646404	2.562293
2.890980	2.905256
3.037028	2.973590
2.814248	2.683947
3.224792	2.961421
3.162266	3.096910
2.107210	2.149219
3.171434	3.053078
2.844477	2.640481
2.775974	2.638489
2.883661	2.758912
3.322426	3.217747
3.154120	3.135451
3.473341	3.511482
3.159266	3.221675
3.385249	3.209783
2.617000	2.527630
2.727541	2.810233
3.245019	3.174060
3.390405	3.563837
2.495544	2.416641
2.826723	2.617000
3.133539	3.012415
2.846337	2.705864
2.969882	2.921166
2.639486	2.397940
2.827369	2.733999
3.095518	3.018700
3.071514	3.091315
3.061829	3.095169
3.129045	3.191730
3.423737	3.371806
3.322426	3.118265
2.912753	2.863323
3.260787	3.215373
3.062206	3.195346
3.354108	3.370698
2.733197	2.679428
3.094122	3.028978
3.157154	3.238799
2.959041	2.812913
2.811575	2.220108
2.925828	2.791691
2.919078	2.735599
2.906874	2.804821
3.136721	3.273464
2.787460	2.829304
3.153205	3.102777
3.132900	2.965672
3.118595	2.974051
3.269980	3.092721
3.027350	2.804821
3.167317	3.139879
3.273464	3.225568
2.835691	2.853090
2.977266	2.973590
3.369772	3.331022
3.610660	3.497206
3.339849	3.101403
2.421604	2.374748
2.779596	2.673021
2.673942	2.687529
3.223755	3.322219
2.926342	2.808211
2.890421	2.882525
3.083503	3.007321
2.487138	2.206826
2.942504	3.024486
2.893762	2.875061
2.912222	2.928396
3.179839	3.138934
2.958086	2.885361
2.764923	2.655138
2.967548	3.067443
3.045714	2.944976
3.068186	3.068928
3.033826	3.123198
3.170555	2.964731
2.838849	2.843233
3.137671	3.266467
3.259116	3.260071
3.224274	3.198382
3.290702	3.317436
2.866878	2.912222
3.066699	3.139564
2.974972	3.010724
2.931966	2.959041
2.891537	2.714330
3.237795	3.188366
2.708421	2.683947
2.485721	2.562293
2.671173	2.923762
2.793790	2.660865
2.975432	2.795880
2.546543	2.675778
3.391464	3.263636
3.158061	3.057666
3.387746	3.391464
3.387212	3.398981
2.859138	2.716003
2.919601	2.913284
3.128399	2.975891
3.033021	3.010724
2.897077	2.927370
3.330819	3.263636
3.030600	2.911690
2.881955	2.967080
2.932474	2.805501
3.373096	3.330008
3.510545	3.587486
2.594393	2.408240
2.638489	2.549003
2.260071	2.389166
3.071514	3.137671
3.151063	3.169380
3.091667	2.940516
2.240549	2.204120
2.715167	2.683047
2.907411	2.741152
3.043362	2.923762
3.126456	3.283301
2.772322	2.641474
3.127105	3.036629
3.161068	3.058805
3.281488	3.213252
3.360215	3.319730
3.180699	3.102091
2.795185	2.752816
1.799341	1.491362
2.843233	2.835691
2.845718	2.929930
3.271609	3.181844
2.615950	2.525045
2.806180	2.598791
2.862728	2.730782
2.772322	2.774517
3.184975	3.208173
2.994317	2.992995
3.151063	3.012415
3.224533	3.201670
2.992995	2.871573
3.184407	3.037426
1.361728	1.886491
3.144574	3.124178
2.992554	2.906335
2.848805	2.799341
2.884795	2.872156
2.338456	2.445604
2.592177	2.556303
2.830589	2.683947
2.859138	2.815578
3.124504	3.075547
2.650308	2.429752
2.517196	2.442480
2.882525	2.924279
3.308137	3.232996
2.845718	2.843855
3.136086	2.651278
3.131298	3.109916
3.215373	3.150756
2.866878	2.784617
2.990783	3.086004
2.953760	2.863323
2.742725	2.764176
3.067443	3.022428
3.100026	3.068557
2.872739	2.933993
3.276921	3.148294
3.147985	3.176670
3.113275	3.111934
3.003891	2.986772
3.470116	3.423082
3.371991	3.333447
3.232488	3.086716
3.106191	3.103119
3.062582	2.966611
3.222716	3.120245
3.111263	3.044932
3.235781	3.195346
3.169968	3.101059
3.023664	2.915927
2.643453	2.607455
2.732394	2.765669
3.453624	3.405005
2.311754	2.328380
3.191730	2.999131
3.313867	3.179552
2.804139	2.773786
2.875640	3.039414
2.765669	2.664642
2.900913	2.807535
3.251881	3.159567
2.945961	2.820858
3.143639	3.151982
2.935003	2.903090
2.934498	2.862131
3.325926	3.192567
2.413300	2.307496
2.887054	2.772322
3.055378	3.084219
2.719331	2.646404
3.082785	3.038223
3.137037	3.114277
3.106871	2.980912
2.954725	2.877371
3.275542	3.264346
3.019116	2.840106
3.276462	3.186391
3.144574	3.092721
2.763428	2.579784
3.543447	3.510545
2.917506	2.850033
3.263399	3.134814
3.063333	2.913814
3.128722	3.067443
3.170555	2.998259
3.342817	3.238799
3.104487	3.180126
3.072617	3.074085
3.068557	3.004751
2.879096	2.541579
3.445915	3.375846
3.097951	2.888741
3.269279	3.219585
2.631444	2.606381
3.017451	2.907411
